year,country_code,count
2011,https://openalex.org/countries/CZ,2089
2011,https://openalex.org/countries/FI,2001
2011,https://openalex.org/countries/DK,1959
2011,https://openalex.org/countries/RO,1900
2011,https://openalex.org/countries/NO,1650
2011,https://openalex.org/countries/NZ,1540
2011,https://openalex.org/countries/IE,1435
2011,https://openalex.org/countries/ZA,1284
2011,https://openalex.org/countries/EG,1126
2011,https://openalex.org/countries/TH,1089
2011,https://openalex.org/countries/ID,1037
2011,https://openalex.org/countries/HU,1021
2011,https://openalex.org/countries/SA,951
2011,https://openalex.org/countries/CO,817
2011,https://openalex.org/countries/PK,791
2011,https://openalex.org/countries/AR,770
2011,https://openalex.org/countries/DZ,731
2011,https://openalex.org/countries/TN,726
2011,https://openalex.org/countries/RS,705
2011,https://openalex.org/countries/SI,700
2011,https://openalex.org/countries/CL,690
2011,https://openalex.org/countries/UA,687
2011,https://openalex.org/countries/SK,629
2011,https://openalex.org/countries/HR,477
2011,https://openalex.org/countries/VN,443
2011,https://openalex.org/countries/BG,415
2011,https://openalex.org/countries/BD,380
2011,https://openalex.org/countries/AE,375
2011,https://openalex.org/countries/MA,360
2011,https://openalex.org/countries/JO,342
2011,https://openalex.org/countries/CY,294
2011,https://openalex.org/countries/LT,289
2011,https://openalex.org/countries/NG,258
2011,https://openalex.org/countries/IQ,250
2011,https://openalex.org/countries/QA,242
2011,https://openalex.org/countries/MO,240
2011,https://openalex.org/countries/LU,232
2011,https://openalex.org/countries/LV,231
2011,https://openalex.org/countries/EE,211
2011,https://openalex.org/countries/LB,205
2011,https://openalex.org/countries/CU,202
2011,https://openalex.org/countries/VE,160
2011,https://openalex.org/countries/MK,148
2011,https://openalex.org/countries/KW,141
2011,https://openalex.org/countries/PH,139
2011,https://openalex.org/countries/BY,138
2011,https://openalex.org/countries/LK,138
2011,https://openalex.org/countries/IS,136
2011,https://openalex.org/countries/MN,106
2011,https://openalex.org/countries/NP,103
2011,https://openalex.org/countries/TJ,100
2011,https://openalex.org/countries/OM,98
2011,https://openalex.org/countries/BA,91
2011,https://openalex.org/countries/KE,90
2011,https://openalex.org/countries/PR,88
2011,https://openalex.org/countries/UY,83
2011,https://openalex.org/countries/AZ,78
2011,https://openalex.org/countries/GH,73
2011,https://openalex.org/countries/CR,72
2011,https://openalex.org/countries/YE,70
2011,https://openalex.org/countries/PS,68
2011,https://openalex.org/countries/AM,64
2011,https://openalex.org/countries/PE,62
2011,https://openalex.org/countries/MM,60
2011,https://openalex.org/countries/EC,54
2011,https://openalex.org/countries/UG,54
2011,https://openalex.org/countries/BH,52
2011,https://openalex.org/countries/CM,51
2011,https://openalex.org/countries/ZW,49
2011,https://openalex.org/countries/AL,47
2011,https://openalex.org/countries/SD,47
2011,https://openalex.org/countries/KH,44
2011,https://openalex.org/countries/MT,43
2011,https://openalex.org/countries/KZ,41
2011,https://openalex.org/countries/GE,38
2011,https://openalex.org/countries/JM,37
2011,https://openalex.org/countries/ME,37
2011,https://openalex.org/countries/TZ,35
2011,https://openalex.org/countries/SY,34
2011,https://openalex.org/countries/VG,34
2011,https://openalex.org/countries/MD,33
2011,https://openalex.org/countries/BW,32
2011,https://openalex.org/countries/SS,32
2011,https://openalex.org/countries/ET,31
2011,https://openalex.org/countries/BO,27
2011,https://openalex.org/countries/TT,27
2011,https://openalex.org/countries/BI,26
2011,https://openalex.org/countries/UZ,25
2011,https://openalex.org/countries/PA,22
2011,https://openalex.org/countries/SN,22
2011,https://openalex.org/countries/MZ,20
2011,https://openalex.org/countries/LY,19
2011,https://openalex.org/countries/BN,18
2011,https://openalex.org/countries/MU,18
2011,https://openalex.org/countries/PY,17
2011,https://openalex.org/countries/XK,17
2011,https://openalex.org/countries/GP,16
2011,https://openalex.org/countries/LI,15
2011,https://openalex.org/countries/RE,14
2011,https://openalex.org/countries/CI,13
2011,https://openalex.org/countries/FJ,13
2011,https://openalex.org/countries/MW,13
2011,https://openalex.org/countries/NA,13
2011,https://openalex.org/countries/ML,12
2011,https://openalex.org/countries/NE,11
2011,https://openalex.org/countries/BF,9
2011,https://openalex.org/countries/DO,9
2011,https://openalex.org/countries/BJ,8
2011,https://openalex.org/countries/GA,8
2011,https://openalex.org/countries/NI,8
2011,https://openalex.org/countries/ZM,8
2011,https://openalex.org/countries/GT,7
2011,https://openalex.org/countries/PF,7
2011,https://openalex.org/countries/HN,6
2011,https://openalex.org/countries/TG,6
2011,https://openalex.org/countries/CD,5
2011,https://openalex.org/countries/KG,5
2011,https://openalex.org/countries/LA,5
2011,https://openalex.org/countries/MC,5
2011,https://openalex.org/countries/AF,4
2011,https://openalex.org/countries/BB,4
2011,https://openalex.org/countries/BS,4
2011,https://openalex.org/countries/CG,4
2011,https://openalex.org/countries/GU,4
2011,https://openalex.org/countries/NC,4
2011,https://openalex.org/countries/RW,4
2011,https://openalex.org/countries/GD,3
2011,https://openalex.org/countries/KY,3
2011,https://openalex.org/countries/LR,3
2011,https://openalex.org/countries/MG,3
2011,https://openalex.org/countries/MQ,3
2011,https://openalex.org/countries/ST,3
2011,https://openalex.org/countries/SZ,3
2011,https://openalex.org/countries/AG,2
2011,https://openalex.org/countries/BM,2
2011,https://openalex.org/countries/ER,2
2011,https://openalex.org/countries/FO,2
2011,https://openalex.org/countries/GF,2
2011,https://openalex.org/countries/GY,2
2011,https://openalex.org/countries/KP,2
2011,https://openalex.org/countries/MV,2
2011,https://openalex.org/countries/PG,2
2011,https://openalex.org/countries/SO,2
2011,https://openalex.org/countries/SV,2
2011,https://openalex.org/countries/WS,2
2011,https://openalex.org/countries/AD,1
2011,https://openalex.org/countries/AO,1
2011,https://openalex.org/countries/BZ,1
2011,https://openalex.org/countries/CF,1
2011,https://openalex.org/countries/CW,1
2011,https://openalex.org/countries/DJ,1
2011,https://openalex.org/countries/DM,1
2011,https://openalex.org/countries/GL,1
2011,https://openalex.org/countries/GW,1
2011,https://openalex.org/countries/LS,1
2011,https://openalex.org/countries/MP,1
2011,https://openalex.org/countries/NU,1
2011,https://openalex.org/countries/VI,1
2012,https://openalex.org/countries/CN,96512
2012,https://openalex.org/countries/US,71561
2012,https://openalex.org/countries/GB,20128
2012,https://openalex.org/countries/DE,18582
2012,https://openalex.org/countries/JP,17701
2012,https://openalex.org/countries/FR,16291
2012,https://openalex.org/countries/IN,13128
2012,https://openalex.org/countries/CA,11925
2012,https://openalex.org/countries/IT,10617
2012,https://openalex.org/countries/AU,9570
2012,https://openalex.org/countries/ES,9475
2012,https://openalex.org/countries/KR,9271
2012,https://openalex.org/countries/TW,6830
2012,https://openalex.org/countries/IR,6420
2012,https://openalex.org/countries/NL,6343
2012,https://openalex.org/countries/BR,5180
2012,https://openalex.org/countries/CH,4347
2012,https://openalex.org/countries/PL,4077
2012,https://openalex.org/countries/BE,3741
2012,https://openalex.org/countries/SE,3729
2012,https://openalex.org/countries/MY,3583
2012,https://openalex.org/countries/HK,3344
2012,https://openalex.org/countries/TR,3268
2012,https://openalex.org/countries/SG,3166
2012,https://openalex.org/countries/RU,3140
2012,https://openalex.org/countries/PT,2633
2012,https://openalex.org/countries/AT,2493
2012,https://openalex.org/countries/MX,2450
2012,https://openalex.org/countries/IL,2390
2012,https://openalex.org/countries/GR,2282
2012,https://openalex.org/countries/DK,2243
2012,https://openalex.org/countries/FI,2240
2012,https://openalex.org/countries/CZ,2207
2012,https://openalex.org/countries/RO,2180
2012,https://openalex.org/countries/NO,1918
2012,https://openalex.org/countries/EG,1500
2012,https://openalex.org/countries/NZ,1495
2012,https://openalex.org/countries/ZA,1403
2012,https://openalex.org/countries/IE,1370
2012,https://openalex.org/countries/ID,1343
2012,https://openalex.org/countries/SA,1223
2012,https://openalex.org/countries/TH,1202
2012,https://openalex.org/countries/HU,1113
2012,https://openalex.org/countries/PK,1023
2012,https://openalex.org/countries/CO,973
2012,https://openalex.org/countries/DZ,867
2012,https://openalex.org/countries/TN,851
2012,https://openalex.org/countries/RS,840
2012,https://openalex.org/countries/UA,829
2012,https://openalex.org/countries/AR,800
2012,https://openalex.org/countries/SK,766
2012,https://openalex.org/countries/CL,722
2012,https://openalex.org/countries/SI,701
2012,https://openalex.org/countries/BD,551
2012,https://openalex.org/countries/VN,546
2012,https://openalex.org/countries/MA,520
2012,https://openalex.org/countries/HR,519
2012,https://openalex.org/countries/BG,441
2012,https://openalex.org/countries/AE,432
2012,https://openalex.org/countries/LT,417
2012,https://openalex.org/countries/JO,404
2012,https://openalex.org/countries/IQ,353
2012,https://openalex.org/countries/CY,344
2012,https://openalex.org/countries/NG,327
2012,https://openalex.org/countries/QA,327
2012,https://openalex.org/countries/MO,288
2012,https://openalex.org/countries/LU,271
2012,https://openalex.org/countries/LB,258
2012,https://openalex.org/countries/LV,255
2012,https://openalex.org/countries/CU,253
2012,https://openalex.org/countries/EE,217
2012,https://openalex.org/countries/PH,208
2012,https://openalex.org/countries/NP,166
2012,https://openalex.org/countries/VE,157
2012,https://openalex.org/countries/LK,141
2012,https://openalex.org/countries/OM,137
2012,https://openalex.org/countries/AZ,134
2012,https://openalex.org/countries/MK,132
2012,https://openalex.org/countries/BA,130
2012,https://openalex.org/countries/BY,118
2012,https://openalex.org/countries/KW,118
2012,https://openalex.org/countries/IS,106
2012,https://openalex.org/countries/MN,106
2012,https://openalex.org/countries/GH,105
2012,https://openalex.org/countries/UY,102
2012,https://openalex.org/countries/PR,100
2012,https://openalex.org/countries/CR,98
2012,https://openalex.org/countries/EC,94
2012,https://openalex.org/countries/KE,93
2012,https://openalex.org/countries/MT,93
2012,https://openalex.org/countries/KZ,89
2012,https://openalex.org/countries/TJ,86
2012,https://openalex.org/countries/YE,79
2012,https://openalex.org/countries/PE,76
2012,https://openalex.org/countries/GE,75
2012,https://openalex.org/countries/PS,73
2012,https://openalex.org/countries/CM,72
2012,https://openalex.org/countries/ME,62
2012,https://openalex.org/countries/AM,54
2012,https://openalex.org/countries/BH,51
2012,https://openalex.org/countries/ET,49
2012,https://openalex.org/countries/MM,46
2012,https://openalex.org/countries/SD,46
2012,https://openalex.org/countries/ZW,45
2012,https://openalex.org/countries/TZ,44
2012,https://openalex.org/countries/BN,42
2012,https://openalex.org/countries/UG,42
2012,https://openalex.org/countries/BW,41
2012,https://openalex.org/countries/AL,40
2012,https://openalex.org/countries/PA,40
2012,https://openalex.org/countries/UZ,39
2012,https://openalex.org/countries/KH,38
2012,https://openalex.org/countries/VG,38
2012,https://openalex.org/countries/SS,37
2012,https://openalex.org/countries/SY,37
2012,https://openalex.org/countries/LY,34
2012,https://openalex.org/countries/JM,32
2012,https://openalex.org/countries/BI,31
2012,https://openalex.org/countries/BO,30
2012,https://openalex.org/countries/BF,27
2012,https://openalex.org/countries/MD,26
2012,https://openalex.org/countries/MZ,26
2012,https://openalex.org/countries/GP,25
2012,https://openalex.org/countries/SN,25
2012,https://openalex.org/countries/FJ,23
2012,https://openalex.org/countries/TT,22
2012,https://openalex.org/countries/XK,22
2012,https://openalex.org/countries/MU,19
2012,https://openalex.org/countries/BJ,18
2012,https://openalex.org/countries/RE,18
2012,https://openalex.org/countries/CI,15
2012,https://openalex.org/countries/ML,15
2012,https://openalex.org/countries/NE,15
2012,https://openalex.org/countries/GT,14
2012,https://openalex.org/countries/PY,14
2012,https://openalex.org/countries/DO,11
2012,https://openalex.org/countries/LI,10
2012,https://openalex.org/countries/NA,10
2012,https://openalex.org/countries/RW,10
2012,https://openalex.org/countries/KP,9
2012,https://openalex.org/countries/MG,9
2012,https://openalex.org/countries/MW,9
2012,https://openalex.org/countries/NI,9
2012,https://openalex.org/countries/AO,8
2012,https://openalex.org/countries/GD,8
2012,https://openalex.org/countries/MC,8
2012,https://openalex.org/countries/CD,7
2012,https://openalex.org/countries/SV,7
2012,https://openalex.org/countries/NC,6
2012,https://openalex.org/countries/ZM,6
2012,https://openalex.org/countries/BB,5
2012,https://openalex.org/countries/PF,5
2012,https://openalex.org/countries/GU,4
2012,https://openalex.org/countries/KG,4
2012,https://openalex.org/countries/LA,4
2012,https://openalex.org/countries/LR,4
2012,https://openalex.org/countries/MR,4
2012,https://openalex.org/countries/AF,3
2012,https://openalex.org/countries/BS,3
2012,https://openalex.org/countries/FO,3
2012,https://openalex.org/countries/GA,3
2012,https://openalex.org/countries/HN,3
2012,https://openalex.org/countries/MV,3
2012,https://openalex.org/countries/PG,3
2012,https://openalex.org/countries/BM,2
2012,https://openalex.org/countries/CG,2
2012,https://openalex.org/countries/CW,2
2012,https://openalex.org/countries/GL,2
2012,https://openalex.org/countries/GY,2
2012,https://openalex.org/countries/KY,2
2012,https://openalex.org/countries/MQ,2
2012,https://openalex.org/countries/SC,2
2012,https://openalex.org/countries/SZ,2
2012,https://openalex.org/countries/TG,2
2012,https://openalex.org/countries/VI,2
2012,https://openalex.org/countries/AD,1
2012,https://openalex.org/countries/AG,1
2012,https://openalex.org/countries/DJ,1
2012,https://openalex.org/countries/DM,1
2012,https://openalex.org/countries/GN,1
2012,https://openalex.org/countries/GQ,1
2012,https://openalex.org/countries/KN,1
2012,https://openalex.org/countries/LS,1
2012,https://openalex.org/countries/PW,1
2012,https://openalex.org/countries/SJ,1
2012,https://openalex.org/countries/SM,1
2012,https://openalex.org/countries/SR,1
2012,https://openalex.org/countries/ST,1
2012,https://openalex.org/countries/TD,1
2012,https://openalex.org/countries/TM,1
2012,https://openalex.org/countries/VA,1
2012,https://openalex.org/countries/WS,1
2013,https://openalex.org/countries/CN,94171
2013,https://openalex.org/countries/US,74803
2013,https://openalex.org/countries/GB,21695
2013,https://openalex.org/countries/DE,18636
2013,https://openalex.org/countries/JP,17531
2013,https://openalex.org/countries/FR,16978
2013,https://openalex.org/countries/IN,14308
2013,https://openalex.org/countries/CA,12285
2013,https://openalex.org/countries/IT,11326
2013,https://openalex.org/countries/AU,10191
2013,https://openalex.org/countries/KR,9904
2013,https://openalex.org/countries/ES,9735
2013,https://openalex.org/countries/TW,6949
2013,https://openalex.org/countries/IR,6597
2013,https://openalex.org/countries/NL,6487
2013,https://openalex.org/countries/BR,5771
2013,https://openalex.org/countries/PL,4881
2013,https://openalex.org/countries/CH,4668
2013,https://openalex.org/countries/MY,4004
2013,https://openalex.org/countries/SE,3983
2013,https://openalex.org/countries/RU,3897
2013,https://openalex.org/countries/BE,3851
2013,https://openalex.org/countries/TR,3649
2013,https://openalex.org/countries/HK,3346
2013,https://openalex.org/countries/SG,3258
2013,https://openalex.org/countries/PT,2852
2013,https://openalex.org/countries/AT,2763
2013,https://openalex.org/countries/MX,2734
2013,https://openalex.org/countries/IL,2557
2013,https://openalex.org/countries/DK,2458
2013,https://openalex.org/countries/FI,2448
2013,https://openalex.org/countries/GR,2344
2013,https://openalex.org/countries/CZ,2311
2013,https://openalex.org/countries/RO,2223
2013,https://openalex.org/countries/NO,1965
2013,https://openalex.org/countries/ID,1848
2013,https://openalex.org/countries/NZ,1676
2013,https://openalex.org/countries/EG,1641
2013,https://openalex.org/countries/SA,1624
2013,https://openalex.org/countries/ZA,1500
2013,https://openalex.org/countries/IE,1348
2013,https://openalex.org/countries/TH,1265
2013,https://openalex.org/countries/DZ,1256
2013,https://openalex.org/countries/PK,1248
2013,https://openalex.org/countries/UA,1142
2013,https://openalex.org/countries/TN,1140
2013,https://openalex.org/countries/CO,1110
2013,https://openalex.org/countries/HU,1096
2013,https://openalex.org/countries/SK,924
2013,https://openalex.org/countries/AR,889
2013,https://openalex.org/countries/CL,852
2013,https://openalex.org/countries/RS,758
2013,https://openalex.org/countries/SI,749
2013,https://openalex.org/countries/VN,728
2013,https://openalex.org/countries/BD,612
2013,https://openalex.org/countries/HR,526
2013,https://openalex.org/countries/MA,523
2013,https://openalex.org/countries/AE,508
2013,https://openalex.org/countries/BG,485
2013,https://openalex.org/countries/NG,478
2013,https://openalex.org/countries/IQ,464
2013,https://openalex.org/countries/QA,463
2013,https://openalex.org/countries/JO,425
2013,https://openalex.org/countries/CY,411
2013,https://openalex.org/countries/LT,405
2013,https://openalex.org/countries/MO,369
2013,https://openalex.org/countries/LU,312
2013,https://openalex.org/countries/LB,277
2013,https://openalex.org/countries/LV,275
2013,https://openalex.org/countries/EE,271
2013,https://openalex.org/countries/CU,268
2013,https://openalex.org/countries/LK,221
2013,https://openalex.org/countries/PH,206
2013,https://openalex.org/countries/MN,196
2013,https://openalex.org/countries/NP,183
2013,https://openalex.org/countries/VE,181
2013,https://openalex.org/countries/BY,155
2013,https://openalex.org/countries/OM,149
2013,https://openalex.org/countries/BA,145
2013,https://openalex.org/countries/IS,139
2013,https://openalex.org/countries/MK,137
2013,https://openalex.org/countries/KE,136
2013,https://openalex.org/countries/GH,135
2013,https://openalex.org/countries/KW,132
2013,https://openalex.org/countries/YE,127
2013,https://openalex.org/countries/KZ,126
2013,https://openalex.org/countries/ZW,112
2013,https://openalex.org/countries/UY,108
2013,https://openalex.org/countries/AL,100
2013,https://openalex.org/countries/EC,99
2013,https://openalex.org/countries/PE,99
2013,https://openalex.org/countries/CR,97
2013,https://openalex.org/countries/PR,95
2013,https://openalex.org/countries/CM,94
2013,https://openalex.org/countries/SD,91
2013,https://openalex.org/countries/MT,83
2013,https://openalex.org/countries/PS,77
2013,https://openalex.org/countries/TJ,77
2013,https://openalex.org/countries/AZ,71
2013,https://openalex.org/countries/AM,70
2013,https://openalex.org/countries/ME,69
2013,https://openalex.org/countries/KH,60
2013,https://openalex.org/countries/LY,59
2013,https://openalex.org/countries/MM,54
2013,https://openalex.org/countries/UG,52
2013,https://openalex.org/countries/BW,50
2013,https://openalex.org/countries/BH,48
2013,https://openalex.org/countries/ET,48
2013,https://openalex.org/countries/GE,48
2013,https://openalex.org/countries/BI,45
2013,https://openalex.org/countries/FJ,41
2013,https://openalex.org/countries/MD,38
2013,https://openalex.org/countries/MU,36
2013,https://openalex.org/countries/VG,36
2013,https://openalex.org/countries/PA,34
2013,https://openalex.org/countries/SY,34
2013,https://openalex.org/countries/TZ,34
2013,https://openalex.org/countries/JM,33
2013,https://openalex.org/countries/SS,33
2013,https://openalex.org/countries/UZ,33
2013,https://openalex.org/countries/MZ,32
2013,https://openalex.org/countries/BN,30
2013,https://openalex.org/countries/XK,29
2013,https://openalex.org/countries/GP,28
2013,https://openalex.org/countries/NA,25
2013,https://openalex.org/countries/TT,25
2013,https://openalex.org/countries/BF,22
2013,https://openalex.org/countries/BO,21
2013,https://openalex.org/countries/BJ,20
2013,https://openalex.org/countries/PY,19
2013,https://openalex.org/countries/SN,19
2013,https://openalex.org/countries/MW,18
2013,https://openalex.org/countries/CI,17
2013,https://openalex.org/countries/RE,15
2013,https://openalex.org/countries/NE,12
2013,https://openalex.org/countries/NI,12
2013,https://openalex.org/countries/LI,11
2013,https://openalex.org/countries/CG,10
2013,https://openalex.org/countries/MG,10
2013,https://openalex.org/countries/ZM,10
2013,https://openalex.org/countries/BM,9
2013,https://openalex.org/countries/GT,9
2013,https://openalex.org/countries/ML,9
2013,https://openalex.org/countries/NC,8
2013,https://openalex.org/countries/GA,7
2013,https://openalex.org/countries/HN,7
2013,https://openalex.org/countries/BB,6
2013,https://openalex.org/countries/BT,6
2013,https://openalex.org/countries/CD,6
2013,https://openalex.org/countries/KG,6
2013,https://openalex.org/countries/LA,6
2013,https://openalex.org/countries/PF,6
2013,https://openalex.org/countries/RW,6
2013,https://openalex.org/countries/VI,6
2013,https://openalex.org/countries/AF,5
2013,https://openalex.org/countries/AO,5
2013,https://openalex.org/countries/DO,5
